customer_id,age,tenure_months,monthly_charges,contract_type,internet_service,tech_support,online_security,payment_method,customer_service_calls,churn
1788,46,64,113.14,Month-to-month,No,No,Yes,Bank transfer,0,1
1338,43,61,61.55,Month-to-month,Fiber optic,No,No,Credit card,5,1
4120,55,62,66.19,Month-to-month,No,No,Yes,Bank transfer,1,1
784,26,51,80.4,Two year,Fiber optic,No,Yes,Bank transfer,3,1
583,40,28,132.76,One year,Fiber optic,No,Yes,Electronic check,4,1
524,33,62,94.19,One year,No,Yes,No,Bank transfer,3,0
4593,18,67,33.34,Two year,Fiber optic,No,No,Bank transfer,4,1
2915,22,24,85.66,Month-to-month,Fiber optic,No,No,Credit card,3,1
3847,51,71,104.83,One year,No,No,No,Electronic check,1,0
3592,26,25,137.0,One year,Fiber optic,No,No,Electronic check,2,1
1535,68,37,63.94,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1
1328,42,60,20.57,Two year,DSL,No,Yes,Bank transfer,2,0
1078,68,26,130.29,One year,Fiber optic,Yes,No,Bank transfer,1,0
3163,28,22,106.08,One year,Fiber optic,No,No,Electronic check,2,1
1493,46,27,115.64,Month-to-month,No,No,No,Bank transfer,3,1
616,49,24,36.47,One year,Fiber optic,Yes,No,Bank transfer,0,1
229,19,22,63.45,Month-to-month,No,No,No,Electronic check,0,1
154,43,39,56.04,Month-to-month,No,No,No,Bank transfer,1,1
4883,65,33,54.75,Two year,Fiber optic,No,No,Credit card,2,1
2936,27,3,110.31,Month-to-month,DSL,Yes,Yes,Credit card,2,1
3981,39,47,34.38,Month-to-month,Fiber optic,No,No,Credit card,1,1
80,53,7,104.58,Month-to-month,Fiber optic,No,Yes,Credit card,1,0
4337,63,16,42.06,One year,No,No,Yes,Bank transfer,1,0
288,52,16,133.95,Month-to-month,Fiber optic,No,No,Electronic check,2,1
2761,48,61,138.04,One year,Fiber optic,No,Yes,Electronic check,0,1
4536,34,16,101.33,One year,Fiber optic,No,No,Credit card,5,1
1145,57,10,75.64,Month-to-month,Fiber optic,No,Yes,Electronic check,3,1
4070,60,1,122.15,Month-to-month,Fiber optic,No,Yes,Bank transfer,4,1
1234,21,45,64.07,One year,No,No,No,Bank transfer,1,0
3080,58,55,104.97,Month-to-month,DSL,Yes,No,Electronic check,4,0
4906,35,49,121.62,Month-to-month,Fiber optic,Yes,No,Electronic check,2,1
1854,48,54,22.93,Month-to-month,Fiber optic,No,No,Credit card,3,1
279,18,64,78.71,Two year,DSL,Yes,No,Electronic check,1,0
979,39,63,89.86,One year,Fiber optic,Yes,Yes,Bank transfer,2,1
4314,25,68,118.56,Month-to-month,DSL,No,No,Credit card,0,1
1141,29,12,61.03,One year,Fiber optic,Yes,No,Credit card,1,0
2279,66,13,84.22,Month-to-month,Fiber optic,No,Yes,Credit card,1,0
1712,31,24,41.98,Two year,DSL,Yes,No,Bank transfer,1,1
1920,29,16,144.1,Month-to-month,DSL,No,Yes,Electronic check,2,1
250,69,30,20.09,Two year,DSL,No,No,Electronic check,3,0
3559,37,28,115.44,One year,DSL,No,No,Bank transfer,1,1
2680,18,52,90.93,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1
185,61,13,88.57,Month-to-month,Fiber optic,No,Yes,Credit card,0,1
214,41,66,45.54,Month-to-month,DSL,No,No,Electronic check,3,0
4008,63,24,108.29,Two year,DSL,Yes,No,Credit card,3,0
1001,52,47,124.4,One year,Fiber optic,No,No,Bank transfer,2,1
962,43,59,97.5,One year,Fiber optic,No,Yes,Electronic check,0,0
3237,45,9,139.21,Month-to-month,DSL,Yes,Yes,Electronic check,1,1
3546,44,9,123.29,One year,DSL,No,No,Electronic check,0,0
2931,22,41,58.3,One year,Fiber optic,Yes,No,Credit card,2,0
2978,57,29,76.2,Two year,Fiber optic,No,No,Credit card,2,1
4541,51,72,101.57,One year,Fiber optic,No,No,Credit card,3,1
429,30,14,87.11,Two year,Fiber optic,No,Yes,Bank transfer,0,1
3271,32,5,135.67,One year,Fiber optic,No,No,Credit card,1,1
3909,44,33,148.17,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
2271,43,52,97.48,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
4865,33,53,105.14,Month-to-month,Fiber optic,No,No,Bank transfer,3,1
3943,58,65,118.94,Two year,Fiber optic,No,No,Bank transfer,2,1
4102,30,64,72.39,Month-to-month,DSL,No,No,Credit card,7,1
2172,53,38,55.34,Two year,No,No,Yes,Electronic check,2,1
3737,63,9,145.55,Two year,Fiber optic,No,Yes,Credit card,1,1
3993,36,5,97.23,One year,Fiber optic,Yes,Yes,Credit card,3,1
260,33,8,33.91,Two year,Fiber optic,No,Yes,Credit card,8,1
3358,44,25,105.31,Month-to-month,Fiber optic,Yes,No,Credit card,1,1
4720,55,32,68.28,Month-to-month,Fiber optic,Yes,Yes,Credit card,2,1
940,36,69,119.55,Two year,Fiber optic,Yes,No,Bank transfer,4,0
3516,56,5,31.57,Month-to-month,Fiber optic,No,No,Bank transfer,2,1
4220,61,61,102.43,Month-to-month,No,Yes,Yes,Credit card,2,1
426,67,22,102.82,Two year,Fiber optic,No,No,Bank transfer,1,0
439,29,38,77.03,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,1
4144,30,61,104.95,Month-to-month,DSL,No,No,Electronic check,0,0
3119,21,39,96.56,One year,No,No,No,Credit card,3,1
3203,46,41,78.64,Month-to-month,Fiber optic,No,No,Credit card,1,1
4537,60,22,26.72,Month-to-month,Fiber optic,Yes,No,Electronic check,2,1
1578,42,49,136.36,Month-to-month,No,No,No,Bank transfer,3,1
3871,18,10,140.32,Two year,DSL,Yes,No,Credit card,3,1
505,46,8,36.55,Two year,DSL,No,Yes,Electronic check,1,0
3682,55,14,142.56,Two year,DSL,No,Yes,Electronic check,3,0
3446,44,9,99.9,Month-to-month,DSL,No,No,Electronic check,1,0
1030,64,52,29.08,One year,Fiber optic,No,No,Bank transfer,4,1
2094,48,6,22.81,One year,DSL,No,No,Electronic check,1,0
2532,50,47,77.48,Month-to-month,Fiber optic,No,Yes,Credit card,1,1
2607,20,28,56.43,Two year,DSL,No,No,Electronic check,3,0
4985,39,19,44.95,One year,DSL,Yes,No,Credit card,2,1
3898,66,46,77.71,One year,Fiber optic,No,No,Credit card,3,0
2854,21,58,83.94,One year,Fiber optic,No,No,Electronic check,0,1
274,50,58,93.68,Month-to-month,DSL,No,No,Electronic check,1,0
4350,20,33,58.46,One year,Fiber optic,Yes,No,Bank transfer,0,1
2267,19,30,52.74,Month-to-month,No,No,No,Credit card,1,1
152,32,28,109.64,Two year,Fiber optic,No,No,Bank transfer,3,1
3839,35,29,56.7,Two year,Fiber optic,Yes,Yes,Credit card,1,0
3841,52,16,25.77,Month-to-month,No,No,No,Bank transfer,3,1
2636,33,51,81.17,Month-to-month,Fiber optic,No,No,Credit card,2,1
2502,39,5,20.12,Month-to-month,DSL,No,No,Credit card,2,1
3806,45,1,20.57,One year,Fiber optic,No,No,Credit card,3,1
3911,60,27,75.08,One year,DSL,Yes,Yes,Credit card,0,0
318,55,53,101.54,Month-to-month,DSL,Yes,No,Credit card,3,0
3764,47,38,28.83,Month-to-month,No,No,No,Credit card,1,1
2392,46,1,108.03,Two year,No,No,No,Electronic check,6,1
3118,63,29,77.77,Month-to-month,Fiber optic,Yes,No,Bank transfer,3,1
275,57,17,66.08,Month-to-month,No,Yes,No,Credit card,2,0
2451,21,44,136.68,Month-to-month,DSL,No,No,Bank transfer,3,1
4146,48,10,94.2,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,1
1878,34,27,72.21,Month-to-month,DSL,No,No,Electronic check,3,1
139,18,45,32.18,Month-to-month,Fiber optic,No,Yes,Electronic check,3,1
413,19,21,39.54,Month-to-month,DSL,Yes,No,Credit card,3,1
3716,43,17,59.34,One year,Fiber optic,No,No,Electronic check,5,1
4014,43,55,130.32,One year,Fiber optic,No,No,Electronic check,2,0
820,50,35,119.27,One year,DSL,No,No,Credit card,1,1
4095,18,42,148.2,One year,No,No,No,Electronic check,2,1
2485,56,13,20.69,One year,Fiber optic,No,No,Electronic check,2,1
4986,53,47,104.93,Month-to-month,Fiber optic,No,Yes,Credit card,2,1
1108,50,10,95.9,One year,Fiber optic,No,No,Electronic check,2,1
1002,68,46,68.57,One year,Fiber optic,No,No,Bank transfer,2,1
295,19,10,93.88,Two year,No,No,No,Credit card,1,1
1070,45,16,143.55,One year,Fiber optic,No,Yes,Bank transfer,1,1
4114,51,51,58.84,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,1
3112,38,40,90.05,Two year,Fiber optic,No,Yes,Bank transfer,2,1
3229,53,29,47.81,Two year,No,No,No,Electronic check,2,1
1231,22,39,146.58,Month-to-month,DSL,No,No,Bank transfer,2,1
1011,39,20,28.72,Month-to-month,DSL,No,No,Bank transfer,2,1
4542,25,70,93.6,Month-to-month,No,Yes,No,Credit card,2,0
4295,30,9,21.6,Two year,Fiber optic,Yes,Yes,Electronic check,1,1
2805,56,2,95.18,Month-to-month,DSL,No,Yes,Bank transfer,1,1
1787,45,31,77.36,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1
270,49,71,87.07,Month-to-month,DSL,No,No,Credit card,1,1
4432,45,24,139.21,Two year,DSL,No,Yes,Credit card,2,1
4555,37,21,72.89,Two year,DSL,Yes,No,Credit card,0,1
2045,68,17,86.33,One year,Fiber optic,No,Yes,Credit card,0,0
4763,42,46,42.41,Month-to-month,No,No,Yes,Electronic check,1,0
3130,33,69,120.33,Two year,DSL,No,No,Credit card,0,0
3952,59,39,71.82,Month-to-month,No,Yes,Yes,Credit card,2,0
4781,18,27,121.88,Month-to-month,Fiber optic,No,No,Electronic check,2,1
4824,46,33,129.32,Month-to-month,Fiber optic,No,No,Electronic check,1,1
4005,34,20,43.44,Month-to-month,Fiber optic,No,No,Electronic check,4,1
2204,55,2,141.26,Two year,Fiber optic,No,Yes,Bank transfer,0,1
2390,38,42,34.12,Two year,DSL,No,No,Credit card,2,1
2853,43,8,85.34,Month-to-month,No,No,No,Bank transfer,1,1
4799,65,17,80.71,Month-to-month,DSL,No,No,Electronic check,0,1
2486,30,62,148.03,Two year,DSL,No,Yes,Credit card,2,0
4687,53,32,34.47,One year,DSL,Yes,No,Credit card,6,0
1750,60,41,137.29,One year,DSL,No,No,Electronic check,1,1
1550,64,25,133.37,One year,DSL,No,Yes,Credit card,2,1
3534,53,69,126.49,Month-to-month,Fiber optic,No,No,Credit card,3,1
1659,20,37,141.27,Two year,Fiber optic,No,Yes,Electronic check,2,1
387,63,20,97.57,Month-to-month,Fiber optic,No,No,Electronic check,3,1
2362,58,51,20.03,Month-to-month,Fiber optic,Yes,Yes,Credit card,2,1
3272,65,52,111.04,Two year,Fiber optic,Yes,No,Electronic check,4,0
2838,43,27,132.07,Two year,Fiber optic,Yes,No,Credit card,2,1
1095,66,67,127.53,Month-to-month,No,Yes,No,Credit card,0,0
3243,33,70,113.1,Month-to-month,DSL,No,Yes,Bank transfer,0,0
4342,19,12,58.72,One year,Fiber optic,No,Yes,Credit card,1,1
3278,31,25,36.72,One year,Fiber optic,Yes,No,Bank transfer,2,0
2181,68,41,126.73,One year,DSL,No,No,Credit card,0,1
3954,49,11,149.91,Two year,No,No,Yes,Electronic check,2,1
231,45,57,64.34,Month-to-month,No,No,Yes,Electronic check,2,0
1525,27,56,135.26,Month-to-month,DSL,No,No,Electronic check,1,1
286,47,11,73.75,Month-to-month,DSL,No,Yes,Bank transfer,1,1
2289,42,12,35.45,One year,Fiber optic,No,Yes,Credit card,1,0
1405,20,59,55.69,Two year,No,No,No,Bank transfer,0,0
4575,19,70,65.37,Month-to-month,No,No,No,Bank transfer,1,1
4264,21,47,33.69,Month-to-month,DSL,No,No,Credit card,2,1
2222,18,38,118.92,Two year,DSL,No,No,Bank transfer,2,0
14,53,35,125.38,One year,No,No,No,Electronic check,1,0
877,31,40,49.65,Two year,Fiber optic,No,Yes,Electronic check,1,1
654,29,12,28.57,Month-to-month,Fiber optic,Yes,No,Electronic check,7,1
1647,52,42,141.4,Month-to-month,Fiber optic,No,No,Credit card,1,1
3390,53,47,44.97,Month-to-month,DSL,No,No,Electronic check,1,1
3316,51,36,64.14,Two year,Fiber optic,Yes,Yes,Credit card,2,1
1135,61,2,21.2,Two year,DSL,No,No,Bank transfer,3,1
2835,18,21,122.52,Two year,Fiber optic,Yes,Yes,Electronic check,1,1
1894,45,41,112.98,Month-to-month,No,No,Yes,Electronic check,2,1
871,65,13,120.8,Month-to-month,DSL,No,Yes,Bank transfer,1,1
3490,51,32,142.87,Month-to-month,DSL,No,No,Electronic check,4,1
2003,41,32,81.13,One year,No,No,Yes,Credit card,1,1
824,18,15,34.7,Month-to-month,No,No,No,Credit card,2,1
55,19,8,106.84,Month-to-month,Fiber optic,No,Yes,Electronic check,3,1
2213,56,21,45.66,One year,Fiber optic,Yes,Yes,Bank transfer,3,0
1020,27,69,90.46,Month-to-month,No,No,No,Bank transfer,1,1
4793,37,28,123.12,Month-to-month,No,No,No,Electronic check,1,1
4442,27,21,42.78,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0
2105,24,67,57.35,Month-to-month,DSL,Yes,Yes,Credit card,2,1
1450,37,51,86.94,Month-to-month,DSL,No,No,Electronic check,3,1
4402,40,20,55.42,Two year,Fiber optic,Yes,Yes,Credit card,2,1
348,29,27,77.4,Two year,Fiber optic,Yes,Yes,Electronic check,1,1
1967,33,61,29.86,Month-to-month,No,Yes,No,Electronic check,2,1
3591,47,54,60.29,Month-to-month,No,No,Yes,Electronic check,2,0
325,42,1,129.1,One year,DSL,No,Yes,Credit card,3,0
2108,33,26,49.24,One year,DSL,No,Yes,Credit card,3,0
692,54,68,123.05,One year,DSL,No,Yes,Credit card,1,1
1218,27,1,136.82,Two year,Fiber optic,Yes,No,Electronic check,3,0
2674,19,13,31.86,Month-to-month,No,No,Yes,Bank transfer,2,1
4514,58,58,93.38,Month-to-month,Fiber optic,No,Yes,Credit card,3,1
4093,24,10,82.62,Month-to-month,No,No,No,Electronic check,1,1
3299,24,54,36.75,Month-to-month,No,No,No,Bank transfer,0,0
2909,62,46,125.87,Month-to-month,Fiber optic,Yes,No,Credit card,2,1
94,41,67,23.1,One year,No,Yes,No,Electronic check,0,0
3144,41,33,51.63,Two year,Fiber optic,No,No,Bank transfer,3,1
4936,41,61,130.9,Two year,Fiber optic,Yes,No,Electronic check,2,1
497,42,37,25.33,Two year,Fiber optic,No,No,Electronic check,2,1
3280,38,32,85.81,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1
3514,45,72,113.29,Month-to-month,Fiber optic,No,No,Electronic check,0,1
2768,46,53,26.96,Month-to-month,No,No,No,Credit card,3,1
1933,68,53,56.39,Month-to-month,DSL,No,Yes,Credit card,2,1
3532,69,7,55.6,Month-to-month,Fiber optic,Yes,No,Credit card,0,0
728,20,24,96.56,One year,Fiber optic,No,Yes,Electronic check,3,0
752,58,38,103.78,One year,No,Yes,Yes,Credit card,7,0
1216,27,58,107.28,Month-to-month,DSL,Yes,Yes,Credit card,1,0
4907,27,22,22.0,Month-to-month,Fiber optic,No,No,Electronic check,1,1
3136,35,28,144.06,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,1
1624,33,31,57.13,Month-to-month,Fiber optic,No,No,Bank transfer,4,1
4221,46,61,53.41,Month-to-month,No,Yes,No,Credit card,2,1
4749,27,11,53.33,One year,DSL,Yes,Yes,Electronic check,2,1
3781,64,70,77.54,Month-to-month,No,Yes,Yes,Credit card,1,0
209,61,41,52.14,One year,DSL,No,Yes,Electronic check,0,0
245,28,59,91.36,Month-to-month,No,No,No,Credit card,2,1
859,56,35,79.08,Month-to-month,DSL,No,No,Bank transfer,0,1
293,69,59,69.8,Month-to-month,Fiber optic,No,No,Credit card,0,1
3931,46,58,99.28,Month-to-month,Fiber optic,No,No,Credit card,1,0
1482,57,62,34.89,Month-to-month,Fiber optic,Yes,No,Electronic check,3,1
3832,42,13,80.71,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,0
1199,64,25,87.15,Month-to-month,DSL,Yes,Yes,Electronic check,0,0
2202,54,57,59.88,One year,Fiber optic,No,Yes,Credit card,3,0
2592,21,36,104.38,Month-to-month,DSL,No,No,Credit card,7,1
4038,68,47,112.96,Two year,Fiber optic,Yes,No,Bank transfer,3,0
2809,53,2,76.62,Month-to-month,No,No,No,Electronic check,2,1
21,61,19,139.58,One year,Fiber optic,Yes,No,Credit card,4,0
4671,65,56,83.85,Month-to-month,DSL,No,Yes,Credit card,2,1
1962,61,36,99.17,Month-to-month,No,No,No,Electronic check,2,1
2495,24,58,139.85,Month-to-month,DSL,No,No,Electronic check,1,1
702,24,58,96.81,Month-to-month,Fiber optic,No,No,Electronic check,1,1
2498,62,20,92.56,One year,DSL,Yes,Yes,Electronic check,2,1
102,18,60,46.02,Month-to-month,Fiber optic,Yes,Yes,Credit card,3,0
4059,22,68,69.08,Month-to-month,DSL,No,No,Electronic check,0,1
1952,49,18,75.6,Month-to-month,No,No,Yes,Electronic check,1,1
3317,18,63,34.06,One year,Fiber optic,No,Yes,Credit card,1,1
2904,30,24,149.19,Month-to-month,No,No,No,Electronic check,3,1
4718,45,25,32.97,Month-to-month,DSL,No,No,Bank transfer,4,1
4365,45,62,140.45,Two year,Fiber optic,No,No,Bank transfer,1,1
2207,64,53,83.94,Month-to-month,DSL,No,No,Credit card,3,1
305,36,38,59.42,Month-to-month,Fiber optic,No,No,Credit card,3,1
4487,35,13,118.41,Month-to-month,Fiber optic,No,No,Electronic check,3,1
3536,34,20,62.84,Month-to-month,Fiber optic,Yes,No,Electronic check,1,0
2453,30,34,71.67,One year,Fiber optic,No,No,Electronic check,4,0
377,47,25,43.2,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,1
1408,25,68,93.43,One year,Fiber optic,Yes,No,Electronic check,2,0
1424,60,58,28.68,Month-to-month,Fiber optic,Yes,No,Bank transfer,3,1
3450,50,53,66.73,Month-to-month,DSL,No,No,Credit card,1,1
685,59,6,46.39,Month-to-month,DSL,No,Yes,Credit card,3,1
4963,44,33,46.19,Month-to-month,DSL,No,No,Credit card,1,0
2038,42,55,37.41,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
4279,56,49,126.33,Month-to-month,DSL,No,No,Credit card,6,1
4413,51,13,86.43,Two year,Fiber optic,No,No,Credit card,0,1
4716,64,6,73.44,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,1
695,25,36,112.32,Month-to-month,Fiber optic,No,No,Electronic check,0,1
3157,50,72,41.55,Month-to-month,Fiber optic,No,No,Bank transfer,1,1
810,64,8,61.24,One year,Fiber optic,No,Yes,Electronic check,3,1
3657,38,56,98.84,Month-to-month,No,No,No,Bank transfer,2,1
2115,59,33,92.83,Two year,No,No,Yes,Bank transfer,1,1
2999,47,12,137.7,One year,Fiber optic,Yes,No,Bank transfer,3,1
2422,29,64,34.25,Month-to-month,DSL,Yes,No,Electronic check,1,1
955,51,64,75.18,Month-to-month,Fiber optic,No,No,Electronic check,2,1
4415,45,27,145.82,One year,DSL,No,No,Bank transfer,2,1
3881,64,26,33.03,Month-to-month,DSL,No,No,Electronic check,1,1
3423,60,12,105.47,Month-to-month,Fiber optic,No,Yes,Electronic check,3,1
1447,18,8,64.25,Month-to-month,No,Yes,Yes,Electronic check,0,0
4436,43,12,20.49,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,0
3945,30,46,142.24,Month-to-month,Fiber optic,No,Yes,Credit card,1,1
4587,27,17,55.64,One year,Fiber optic,No,Yes,Bank transfer,0,0
1537,68,40,63.0,Two year,DSL,Yes,No,Bank transfer,1,0
2189,50,4,117.01,Month-to-month,Fiber optic,No,No,Bank transfer,0,1
1603,25,45,73.2,Month-to-month,DSL,Yes,No,Electronic check,1,0
3154,53,18,68.19,Month-to-month,Fiber optic,No,No,Electronic check,2,1
331,52,35,104.99,One year,DSL,Yes,No,Electronic check,0,0
2998,49,14,119.75,One year,DSL,No,Yes,Electronic check,1,1
3291,42,48,94.74,Two year,Fiber optic,No,No,Electronic check,0,0
62,64,37,101.22,Two year,Fiber optic,No,No,Bank transfer,1,1
2069,50,49,147.75,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
713,27,27,99.78,Month-to-month,Fiber optic,Yes,No,Electronic check,3,1
957,31,2,56.48,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1
230,19,6,23.35,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
1752,43,33,124.18,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,1
889,32,15,144.99,Month-to-month,Fiber optic,No,No,Electronic check,1,0
1806,22,39,65.21,Month-to-month,DSL,Yes,No,Bank transfer,2,1
3294,58,35,81.78,Two year,Fiber optic,Yes,No,Bank transfer,4,0
445,19,37,105.12,Two year,DSL,Yes,Yes,Bank transfer,1,0
3445,48,14,105.87,One year,Fiber optic,No,Yes,Electronic check,3,0
359,44,13,25.74,Two year,Fiber optic,Yes,Yes,Electronic check,2,1
3912,44,24,59.93,One year,Fiber optic,Yes,No,Bank transfer,2,1
198,58,25,59.16,Month-to-month,No,No,No,Bank transfer,2,1
1213,21,46,47.29,Month-to-month,Fiber optic,Yes,No,Bank transfer,3,1
2958,42,58,61.34,Two year,Fiber optic,Yes,No,Credit card,2,0
1094,37,12,98.55,One year,No,Yes,Yes,Electronic check,3,1
4713,20,65,89.36,Two year,DSL,No,Yes,Bank transfer,1,1
3908,43,13,71.94,One year,No,Yes,Yes,Electronic check,3,1
3433,28,50,79.53,Month-to-month,DSL,No,Yes,Electronic check,1,1
3034,48,8,127.08,One year,Fiber optic,No,No,Bank transfer,4,0
3092,31,49,118.16,Month-to-month,Fiber optic,No,Yes,Credit card,4,1
1973,20,35,88.83,Two year,DSL,No,No,Electronic check,1,1
816,39,17,37.24,Month-to-month,Fiber optic,Yes,No,Electronic check,3,0
3785,66,17,128.42,Month-to-month,Fiber optic,No,No,Bank transfer,1,1
4872,44,18,94.51,Month-to-month,Fiber optic,No,No,Electronic check,1,1
3267,49,27,35.34,One year,DSL,Yes,Yes,Bank transfer,5,1
1495,51,9,38.89,Month-to-month,Fiber optic,No,No,Electronic check,1,1
3049,47,9,131.76,Month-to-month,DSL,No,No,Credit card,0,1
690,22,38,91.24,Two year,Fiber optic,Yes,Yes,Credit card,3,1
3726,66,62,31.7,One year,DSL,Yes,Yes,Electronic check,0,0
961,26,18,20.05,One year,Fiber optic,No,Yes,Bank transfer,4,1
1724,32,61,57.59,Month-to-month,Fiber optic,Yes,No,Credit card,0,0
2205,62,8,64.87,Month-to-month,No,No,No,Bank transfer,1,1
2403,52,22,86.49,Month-to-month,Fiber optic,Yes,No,Electronic check,1,1
1688,49,68,79.03,Two year,Fiber optic,Yes,No,Bank transfer,6,1
1886,23,63,44.55,Two year,DSL,No,No,Electronic check,3,1
779,54,69,28.45,One year,DSL,Yes,No,Bank transfer,0,0
3113,57,26,77.99,Month-to-month,DSL,Yes,No,Credit card,2,1
464,22,7,25.16,Month-to-month,DSL,No,Yes,Credit card,2,1
2388,24,50,20.41,Month-to-month,Fiber optic,No,No,Electronic check,3,1
4407,21,26,26.41,One year,Fiber optic,No,No,Bank transfer,3,1
1520,57,44,80.36,Two year,DSL,No,No,Electronic check,1,1
4989,42,32,39.43,Two year,Fiber optic,No,No,Credit card,1,1
2286,41,23,136.4,Month-to-month,DSL,No,No,Bank transfer,3,1
485,43,11,65.95,Month-to-month,Fiber optic,Yes,No,Credit card,4,1
1953,19,6,144.28,Month-to-month,Fiber optic,No,No,Electronic check,4,1
1736,28,9,142.58,One year,No,No,Yes,Credit card,2,1
1801,51,43,117.81,Month-to-month,DSL,No,Yes,Credit card,1,1
3100,36,22,29.64,Two year,No,No,Yes,Credit card,2,1
2593,30,18,93.73,Month-to-month,Fiber optic,No,No,Credit card,1,1
549,41,39,89.2,Two year,Fiber optic,Yes,Yes,Credit card,1,0
3151,36,46,145.82,Two year,DSL,No,No,Bank transfer,3,1
3484,45,29,22.01,Two year,Fiber optic,No,No,Bank transfer,3,1
3650,58,35,54.47,Month-to-month,DSL,No,No,Credit card,0,0
3507,50,11,105.1,One year,Fiber optic,No,No,Electronic check,5,1
1690,52,55,67.73,Two year,Fiber optic,No,Yes,Credit card,3,1
1325,61,33,139.22,One year,DSL,No,No,Credit card,2,0
532,47,62,96.08,One year,Fiber optic,No,Yes,Credit card,2,0
2672,67,68,60.96,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1
2858,35,15,45.44,Month-to-month,Fiber optic,No,Yes,Credit card,2,1
3405,19,25,42.3,Two year,No,No,No,Credit card,4,1
252,23,62,41.39,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,1
211,32,71,54.06,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
2533,67,2,27.39,Month-to-month,Fiber optic,No,No,Bank transfer,3,1
1599,29,35,115.41,Month-to-month,DSL,Yes,No,Bank transfer,1,0
3061,61,55,104.34,One year,DSL,No,No,Credit card,1,0
1863,35,70,45.85,Two year,Fiber optic,No,Yes,Credit card,2,0
1099,43,49,89.7,One year,No,No,No,Electronic check,2,1
4381,49,16,20.54,Month-to-month,DSL,No,No,Electronic check,1,1
1243,53,72,31.41,One year,No,Yes,No,Electronic check,4,1
3749,25,50,25.5,Month-to-month,No,No,Yes,Bank transfer,4,1
1706,22,27,102.36,Two year,Fiber optic,No,No,Electronic check,3,1
2316,64,5,87.81,One year,No,No,Yes,Electronic check,4,0
1882,41,54,129.75,Month-to-month,Fiber optic,No,No,Electronic check,3,1
106,41,25,39.17,Month-to-month,DSL,No,Yes,Bank transfer,1,1
2020,19,48,64.24,Month-to-month,No,Yes,Yes,Credit card,1,1
4807,53,72,52.85,One year,No,No,No,Electronic check,1,1
938,67,23,141.18,Month-to-month,Fiber optic,No,Yes,Credit card,1,1
2285,67,58,73.21,Month-to-month,No,Yes,Yes,Electronic check,2,1
89,38,38,106.76,One year,Fiber optic,No,No,Credit card,2,1
1935,40,34,34.59,Month-to-month,Fiber optic,No,Yes,Credit card,2,1
902,22,43,131.63,One year,Fiber optic,No,No,Bank transfer,2,0
1319,35,41,21.66,One year,Fiber optic,No,No,Credit card,2,1
1379,66,19,40.48,One year,DSL,No,No,Bank transfer,2,1
4323,38,28,101.74,Month-to-month,Fiber optic,No,Yes,Credit card,3,1
3842,62,39,126.28,One year,DSL,Yes,No,Credit card,6,1
4899,31,29,35.75,Month-to-month,No,No,No,Bank transfer,2,0
664,56,11,40.5,Two year,Fiber optic,No,No,Electronic check,2,1
4064,33,39,70.14,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
2875,18,43,44.36,Month-to-month,Fiber optic,No,No,Electronic check,2,1
2808,69,9,126.74,Two year,Fiber optic,No,No,Electronic check,2,1
4122,52,14,128.3,Two year,Fiber optic,No,No,Electronic check,0,1
2349,45,54,114.85,Month-to-month,DSL,Yes,Yes,Electronic check,3,1
869,47,32,37.36,Two year,No,No,Yes,Credit card,3,1
4787,58,19,134.71,Month-to-month,Fiber optic,No,No,Electronic check,0,1
1842,60,34,54.58,One year,Fiber optic,No,No,Credit card,1,0
3611,58,40,142.6,Month-to-month,Fiber optic,No,Yes,Credit card,2,0
1388,56,21,106.79,Two year,Fiber optic,No,Yes,Credit card,1,0
3942,54,70,72.12,Month-to-month,DSL,No,Yes,Electronic check,2,1
3521,25,47,26.39,Month-to-month,Fiber optic,No,Yes,Bank transfer,3,1
4738,53,3,74.32,One year,Fiber optic,No,No,Bank transfer,2,1
1271,61,59,96.2,Month-to-month,DSL,Yes,Yes,Credit card,1,1
1484,62,43,75.32,Month-to-month,DSL,No,No,Electronic check,4,1
